video_url,comentario,autor,likes,fecha,idioma
https://www.youtube.com/watch?v=abG78S3HRyM,temazo y pura doble p,@janellegarcia4870,0,10 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,alguien en 2025,@genesis_fps,1,10 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,"1:46 vine a escuchar esa parte de nuevo, lástima que en otras plataformas como spotify sensuraron esa parte",@Chris-__-,0,10 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,cuernos del diablo,@A7LoLW,1,10 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,ya esta pues aferrado maldito,@charly-h9s,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,se dice tengo molestias,@charly-h9s,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,la mejor cancion de mi vida,@crapenfapenschliken2491,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,bien bélica,@IkerMartínez-u9o7k,1,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,lo escucho 1000veses,@SoniaResendizcoronilla-t8r,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,"saludos raza adelante ,, siempre ,,si no fue hoy ,,!! manana ,!! adelante no se raje",@JorgeGonzalez-x6e,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,describe la vibra,@tetitoskitiimport7629,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,"gracias a todos por sus comentarios ,seguimos ,seguimos bien , y adelante ,nunca se rinda eso no es para los latinos ,,pura gente leal y trabajadora ,,saludos",@JorgeGonzalez-x6e,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,arriba la bandera viejo!,@YaelMoyano-i9d,0,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,me recuerda cuando en ese tiempo estaba en mi prime,@polar3354,3,11 months ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,hay ta 701 k se mire la mera paipa dijo jonathan navarrete,@AlejandroCastillo-o1b,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,el azul está chido le doy 1000000000000000000000000000000000000000000000000000000,@fernandatinajero6687,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,me gusta cuando inicia,@marcosdomingo6090,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,aca si esta la frase en el minuto 1:49 yeesiir,@Lostnl3x,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,narcorridos como esta cancion prohibidos,@RicardoCastroAlvarez,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,demasiado buena,@puffradical,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,tu hubieras tenido el valor de ese señor??.... no creo....,@JaimeDíaz-i7i,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,me quiero drogar,@reinaflores2042,2,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,quien en 2025,@cesaraguirre7487,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,alguien en 2025 siguedo escuchando este corrido tunbado,@yanetguadalupediazdozal2912,42,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,es una chulada esta rola,@brayanzuniga,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,la mejor 0:29 0:33 0:33 0:33 0:33 0:34 0:34 0:34 0:34 0:34 0:35 0:35 0:35 0:35 0:36 0:36 0:36,@JaimeOCastillo,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,a de estar muy orgulloso el azul con este corrido!,@SaltilloSessions,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,la música es perfecta,@JuanNaranjaLemus,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,huevito sorpresa para evitar sorpresas,@EduardoRosasGarcia1e,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,siempre que escucho esta canción me trae como nostalgia o tristeza no se porque,@EduinLobo-y9l7v,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,ya nadie la escucha,@JoseManuelGomezSegura,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,el 701 es el chapo,@Franciscogael-fg4ed,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,y pensar que esta mamada fue un encargo de los narcos en referencia al azul jaja,@Franciscogael-fg4ed,2,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,qué es. un rzr 2:28,@envidia-eyes,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,eli gets me hard!,@Jonny-wf8ek,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,quien en 2025??,@WEREVER71,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,es una cancion muy buena,@MorelDeLeon-sb1pn,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,"lo unico que arruina esta cancion es peso pluma, es un asco. junior h es el verdadero rey.",@EduartHilart,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,esos días en el mérito parador del márquez dando el rol ambientado sin pero alguno,@LuisVicenteGarciaOrtiz,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,que seque otras en le 2025,@CarlosZaragozariveraRivera-o3j,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,quien de 2025,@TrollfaceElmejortoroll,1,1 year ago (edited),es
https://www.youtube.com/watch?v=abG78S3HRyM,este temazo no debe decaer,@wilberbieri7873,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,"me dan ganas se seguir estudiando, lo bueno es que en burgos no escuchamos eso",@gutenbergmark-24,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,que corridos,@RafaelReyes-c3c,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,y con el corrido del ángel azul,@alfredomejia3212,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,en la sangre traigo el 701,@lucasferreyra6251,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,quién más en plena cruda....y según solo se la iba a curar...pero termino siguiéndosela.....y se le antojó está rolita,@GeovaniHernández-k6x,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,alguien que conoce muy bien esta rola y creo que no soy el único se está dando cuenta que los corridos les están modificando ciertas letras de las canciones ejemplo está en el minuto 1.50 eso no es lo que decía la canción esa parte,@DANSCOM1ify,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,me cuerda a..,@leonmateo5954,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,te veo bien,@ChimecoGallardo,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,la vida nos tira pero sólamente. dios sabe asta cuando se puede lograr de,@MarleneGarcia-x6y,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,que asco de música,@VictorManuelMedina-md4hq,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,uff que rolón,@NicolasOrtiz-p7o,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,el mejor tema del mundo,@Mia.Villanueva05,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,me encanta esa cancion,@AlmedraApocalypse,1,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,muy bonita escuchar esta cancion,@IrmayolandaCastellóndelossanto,3,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,"se los juro que intenté escuchar a peso pluma. esta es como la milesima canción que escucho de él pero no mamen el wey canta de la verga, no se le entiende ni puta verga. no mamen.",@alejandrosandoval7590,0,1 year ago,es
https://www.youtube.com/watch?v=abG78S3HRyM,i con el corriliote el angel azul,@Pekes-q9z,0,1 year ago,es
